IMPG1,-0.001085597
TSPYL2,-0.00171236
CPSF1,-0.001621336
PPEF2,-0.001562707
PSAPL1,-0.001569972
UHRF2,-0.000641739
FKBP8,-0.004050985
CCDC198,-0.000721154
H1-10,-0.004574371
HEPHL1,-0.003169289
KRT33B,-0.002995729
FZD10,-0.00281688
GC,-0.001676386
CERS4,-0.001104104
ZNF599,-0.000914497
SYCE2,-0.00040627
ALDH16A1,-0.006991357
WIPF3,-0.001251667
WNT1,-0.002048792
CDK5R2,-0.002266834
TTC33,-0.001676053
FOXB1,-0.002262543
KLF7,-0.001517083
CYSLTR1,-0.000428871
FBXL16,-0.000761951
RAB6A,-0.001930428
SLC5A6,-0.001323611
HBM,-0.000938424
GTF2H1,-0.00369855
FOXJ2,-0.001583726
SLC23A1,-0.000765047
MTSS2,-0.000985902
ASCL5,-0.002128187
NFKBID,-0.000648541
PLIN2,-0.001196164
TMEM163,-0.000597618
RGS21,-0.000591618
CARMIL2,-0.000626148
ZBED6CL,-0.000538392
MACC1,-0.002940956
SLC31A2,-0.001903818
USP9Y,-0.001488618
SSU72,-0.000985222
NEU2,-0.002214137
GSE1,-0.000967415
KLF17,-0.000835944
GPM6B,-0.000559592
DNTTIP2,-0.000492635
NPM2,-0.000956705
FBRS,-0.000638024
HLA-E,-0.002844713
FOXP1,-0.000842783
RAI14,-0.000887914
HMMR,-0.005436789
MYO7A,-0.005770566
KNCN,-0.002114688
DNAJC8,-0.001088456
GJC3,-0.000550233
F7,-0.000399749
DCD,-0.00283084
ZNF581,-0.004633764
OR6N1,-0.00060483
XYLT2,-0.001563426
LSM14B,-0.001832435
PACSIN2,-0.000721094
PITRM1,-0.000813349
WNT3,-0.000770967
PPP1R3A,-0.001997812
FLACC1,-0.001651354
NXF3,-0.000214364
IQGAP2,-0.001194177
ALOX15,-0.000484501
HSD3B1,-0.000934737
GTF2IRD2B,-0.000858875
TEAD3,-0.00456492
DCUN1D1,-0.001037995
REEP1,-0.001867365
RAPGEFL1,-0.001386527
CPTP,-0.001602464
ITM2B,-0.000970625
VASP,-0.007191453
EPHX3,-0.001275869
CARF,-0.000887945
DNAJB14,-0.001948793
BIN3,-0.001372516
RANBP17,-0.004728667
MT1F,-0.009575451
ALKBH4,-0.004870682
ACTL7B,-0.006301811
KCNC2,-0.00115262
ETV3L,-0.002332715
RASGRF1,-0.003193455
PLD2,-0.000957285
SPDYE1,-0.001483126
ZIC2,-0.000886023
GCLC,-0.00469749
VARS2,-0.000952774
NPBWR2,-0.00097661
SEMA4G,-0.000882279
